image_key,place_key,rank,positive_sim,negative_sim,margin,descriptor_drift,hit_at_1,hit_at_5,hit_at_10
Melbourne/Melbourne_0001269_2017_09_113_-37.84290137085354_145.0238723011844_MJ6A3mnVG8fNG7dAB-YKbw.jpg,Melbourne:1269,1,0.393999308347702,0.18108421564102173,0.2129150927066803,0.0,1,1,1
Chicago/Chicago_0003170_2016_09_021_41.8787444794729_-87.67848653749226_2G2zEEF4zSW96gT9So_4Tg.jpg,Chicago:3170,1,0.2447134554386139,0.22436529397964478,0.020348161458969116,0.0,1,1,1
Melbourne/Melbourne_0002577_2019_07_279_-37.82889784850852_144.9587471657209_qRoNemVXpFvZn01ASChe9w.jpg,Melbourne:2577,1,0.44878101348876953,0.1717643141746521,0.27701669931411743,0.0,1,1,1
Miami/Miami_0007959_2014_02_038_25.7939292627693_-80.22010610249751_SX6MGj3P7e09wiw1b7yXlg.jpg,Miami:7959,1,0.43181392550468445,0.22385364770889282,0.20796027779579163,0.0,1,1,1
Boston/Boston_0003410_2007_09_322_42.35095716411384_-71.12039657953258_Cxrjn5nywhPL4_m7D8MX6w.jpg,Boston:3410,1,0.35940587520599365,0.22550979256629944,0.1338960826396942,0.0,1,1,1
London/London_0001799_2015_10_245_51.49486693603424_-0.130837016791764_ogclEWnt5sF01RhZrDQSpg.jpg,London:1799,1,0.4890333116054535,0.2178155779838562,0.2712177336215973,0.0,1,1,1
Chicago/Chicago_0003588_2017_08_216_41.88377369396625_-87.65558383198348_Bw_LS-buPT0cK-HBXy4xjw.jpg,Chicago:3588,1,0.6696290969848633,0.1865191012620926,0.4831100106239319,0.0,1,1,1
Miami/Miami_0004275_2007_11_191_25.76460838258467_-80.28099336024825_-_3N2LPBN_J-adUHU--Akg.jpg,Miami:4275,1,0.34353700280189514,0.3426620364189148,0.0008749663829803467,0.0,1,1,1
MexicoCity/MexicoCity_0000397_2017_04_264_19.41574955761723_-99.1515184199514_OTZX5LqQSLnlnm_lq5wi1A.jpg,MexicoCity:397,1,0.3815646171569824,0.231230229139328,0.15033438801765442,0.0,1,1,1
LosAngeles/LosAngeles_0000210_2016_01_454_34.03715924556439_-118.2385417975357_VWzvkJt6Wg7wlhPgNY0VQQ.jpg,LosAngeles:210,1,0.6012660264968872,0.21223443746566772,0.3890315890312195,0.0,1,1,1
Phoenix/Phoenix_0004939_2009_03_217_33.47300995449611_-112.0790962892488_9WL1Hixr7qjya1pdCkn9Hw.jpg,Phoenix:4939,1,0.5778217911720276,0.394816130399704,0.1830056607723236,0.0,1,1,1
Rome/Rome_0000871_2016_06_243_41.88472837104395_12.47592975991544_ZwVrdHfxE-PpedlWvr44bA.jpg,Rome:871,1,0.3480129837989807,0.20089751482009888,0.14711546897888184,0.0,1,1,1
Melbourne/Melbourne_0001118_2009_11_280_-37.84497295220473_144.9644162279581_NOwsnCFTuyfgoG078uAtSA.jpg,Melbourne:1118,1,0.3733188509941101,0.3006122410297394,0.07270660996437073,0.0,1,1,1
Boston/Boston_0001610_2014_05_331_42.33506299642991_-71.04694104289284_wWUuxjQv5aXQo5D1_1qU2g.jpg,Boston:1610,1,0.6258153915405273,0.1511964499950409,0.47461894154548645,0.0,1,1,1
Chicago/Chicago_0002172_2017_10_097_41.86588272619642_-87.64446690201484_eyXaPKY5DCg-J34LWxYk1w.jpg,Chicago:2172,1,0.3957841992378235,0.21142509579658508,0.1843591034412384,0.0,1,1,1
London/London_0000089_2016_08_261_51.48658007510267_-0.1183597310194904_LFNzyMDKNwJbSXYvvH2ldw.jpg,London:89,1,0.36603471636772156,0.2117537260055542,0.15428099036216736,0.0,1,1,1
Rome/Rome_0001504_2019_04_056_41.89346322549537_12.47031803255623_XXGOqt9BtolvhnYN8YXghw.jpg,Rome:1504,1,0.5331649780273438,0.2326708734035492,0.30049410462379456,0.0,1,1,1
