seed,strategy,image_key,place_key,clean_rank,clean_margin_drop,targeted_margin_drop,random_margin_drop,clean_descriptor_drift,targeted_descriptor_drift,random_descriptor_drift,clean_rank_degradation,targeted_rank_degradation,random_rank_degradation,clean_positive_similarity_drop,targeted_positive_similarity_drop,random_positive_similarity_drop,clean_failure_flip,targeted_failure_flip,random_failure_flip,clean_hit_at_1,targeted_hit_at_1,random_hit_at_1,clean_hit_at_5,targeted_hit_at_5,random_hit_at_5,clean_hit_at_10,targeted_hit_at_10,random_hit_at_10,paired_margin_difference
0,attention,Bangkok/Bangkok_0001023_2017_11_374_13.72635845259701_100.5497549817964_BH4eo1LncXcJKFdN_r9mQA.jpg,Bangkok:1023,1,0.0,0.139444962143898,0.033230793476104734,0.0,0.3642212152481079,0.18417325019836425,0,0,0.0,0.0,0.16119280457496643,0.04384247064590454,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.10621416866779328
0,attention,Bangkok/Bangkok_0001913_2020_09_280_13.73731626897177_100.4846479105927_tMaJYnfZZhMWbB4Uh23oqg.jpg,Bangkok:1913,1,0.0,0.0915834903717041,0.1194691002368927,0.0,0.4604150056838989,0.30387171506881716,0,0,0.0,0.0,0.11137115955352783,0.09849358797073364,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,-0.027885609865188593
0,attention,Bangkok/Bangkok_0003924_2020_08_123_13.76052968481102_100.4979012510033_RkW8Ap4kPVy5-JQsESJFHw.jpg,Bangkok:3924,1,0.0,0.06540162861347198,0.05149766802787781,0.0,0.28426259756088257,0.20551848411560059,0,0,0.0,0.0,0.09110429883003235,0.05736619234085083,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.013903960585594177
0,attention,Boston/Boston_0005052_2018_06_314_42.36505539308296_-71.11298665919537_SVYFa5d_BvTs3me9F5MdaQ.jpg,Boston:5052,1,0.0,0.1992994248867035,0.09042728543281556,0.0,0.4670844078063965,0.26689921617507933,0,0,0.0,0.0,0.17830520868301392,0.07427635192871093,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.10887213945388793
0,attention,Brussels/Brussels_0001498_2014_09_230_50.84745950555936_4.325975181358101_CE61ndURNXaCmtsrU8srKw.jpg,Brussels:1498,1,0.0,0.09239360690116882,0.0454055517911911,0.0,0.18398243188858032,0.11260995864868165,0,0,0.0,0.0,0.044342994689941406,0.04616124033927917,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.04698805510997772
0,attention,Brussels/Brussels_0002724_2017_06_185_50.86295049549855_4.381024420969795_fDUHWny969o8POmoRxxfKQ.jpg,Brussels:2724,1,0.0,0.12837666273117065,0.07661517262458802,0.0,0.35254764556884766,0.2312205672264099,0,0,0.0,0.0,0.12137442827224731,0.08534823656082154,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.05176149010658264
0,attention,BuenosAires/BuenosAires_0000445_2015_04_247_-34.61242474079832_-58.37104089216279_u8kNxyh6_Oqo08onZ_feQQ.jpg,BuenosAires:445,1,0.0,0.047517046332359314,0.02876719832420349,0.0,0.364471435546875,0.13492946624755858,0,0,0.0,0.0,0.07155230641365051,0.023092097043991087,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.018749848008155823
0,attention,BuenosAires/BuenosAires_0000579_2017_07_429_-34.60614875499967_-58.41611187509191_0lI430Zj2UJo2tDtu0coQA.jpg,BuenosAires:579,1,0.0,0.07026088237762451,0.04023731648921967,0.0,0.3006131649017334,0.22179601192474366,0,0,0.0,0.0,0.04348590970039368,0.00826566219329834,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.030023565888404845
0,attention,Chicago/Chicago_0002267_2012_10_314_41.86723397280636_-87.63348817325631_hPPoQ3mRPnHOfBHE_v1AHQ.jpg,Chicago:2267,1,0.0,0.18639379739761353,0.05921153426170349,0.0,0.4182429313659668,0.22041767835617065,0,0,0.0,0.0,0.19693523645401,0.09352574944496155,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.12718226313591002
0,attention,Chicago/Chicago_0004848_2019_08_083_41.89985642907265_-87.65951792444012_DYtOaCRxdKh2fTNj0AkWVA.jpg,Chicago:4848,1,0.0,0.07486870884895325,0.07186066508293151,0.0,0.19248604774475098,0.16199216842651368,0,0,0.0,0.0,0.051952362060546875,0.061890536546707155,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.003008043766021734
0,attention,Lisbon/Lisbon_0000269_2019_09_149_38.70630249232123_-9.225974567673903_9rnWWozSFwnlWtMi0tjN6A.jpg,Lisbon:269,1,0.0,0.2366107702255249,0.13452263474464415,0.0,0.30351030826568604,0.1951500654220581,0,0,0.0,0.0,0.21624398231506348,0.11998280882835388,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.10208813548088075
0,attention,Lisbon/Lisbon_0002136_2009_06_347_38.72023594193512_-9.136975166079443_Kt5zNFxYdzLWsa_FonpyZA.jpg,Lisbon:2136,1,0.0,0.09126037359237671,0.04270269274711609,0.0,0.30243241786956787,0.1045029640197754,0,0,0.0,0.0,0.10554182529449463,0.04309062957763672,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.04855768084526062
0,attention,Lisbon/Lisbon_0002254_2018_08_125_38.72122075825323_-9.145946623180366_XtKF4_9nKqoKwbRpyxyOug.jpg,Lisbon:2254,1,0.0,0.01690012216567993,0.007607787847518921,0.0,0.27001845836639404,0.11124566793441773,0,0,0.0,0.0,0.05149531364440918,-0.00039799213409423827,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.00929233431816101
0,attention,Lisbon/Lisbon_0003286_2018_08_204_38.72961100799655_-9.134018485510492_w7lLlHb_kydcCSyjiq3YJA.jpg,Lisbon:3286,1,0.0,0.166294664144516,0.062386175990104674,0.0,0.3432474136352539,0.2082315444946289,0,0,0.0,0.0,0.15334314107894897,0.058514577150344846,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.10390848815441131
0,attention,Lisbon/Lisbon_0006805_2019_11_322_38.75718737248513_-9.165952628228716_nEJpwdYZ5tOiSVrF5b9QZw.jpg,Lisbon:6805,1,0.0,0.0017539262771606445,0.008456939458847046,0.0,0.28774505853652954,0.1360696792602539,0,0,0.0,0.0,0.04539060592651367,0.04110831618309021,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,-0.006703013181686401
0,attention,Lisbon/Lisbon_0008315_2020_11_257_38.76920067293263_-9.176703960741298_y3MKFZ0HiAYXUi93YCYGxw.jpg,Lisbon:8315,1,0.0,0.04286082088947296,0.03163025677204132,0.0,0.3362712860107422,0.2688597679138184,0,0,0.0,0.0,0.005507707595825195,0.024064961075782775,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.01123056411743164
0,attention,London/London_0000318_2020_11_358_51.48738834442319_-0.1592927192988385_K7CRRcqqX7sWWgEuLL8BqA.jpg,London:318,1,0.0,0.17865559458732605,0.021759971976280212,0.0,0.4369056224822998,0.1442264199256897,0,0,0.0,0.0,0.25754642486572266,0.04530149102210999,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0.15689562261104584
0,attention,London/London_0000335_2016_05_067_51.48789482684779_-0.1461782484006166_BO76LUht10YEKsdQV820Dw.jpg,London:335,1,0.0,0.0022747814655303955,0.018735611438751222,0.0,0.1604858636856079,0.12042237520217895,0,0,0.0,0.0,-0.03459000587463379,-0.003970646858215332,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,-0.016460829973220827
